Unit,Chiplet,Release Directory,Age (days),Size,Owner,Release Timestamp,Has Symlinks,Symlink Names,Symlink Owners,Requires Coordination,Recommendation
ccored,HPORT,ccored_rbv_2025_08_17_condb_int2_22_4_BE_SFNL_snap__rm_smp__2025_9_30_9_59_42,110,130G,sorino,2025-09-30 09:59:42,No,None,None,No,Safe to delete
ccoree,HPORT,ccoree_rbv_2025_09_02_rbv_2025_08_27_agur_condb_int3_2025_08_27_0_1NL_snap__updated_pins__2025_10_8_16_28_5,101,129G,sorino,2025-10-08 16:28:05,Yes,"SEP_10,SEP_28_FP","sorino,raduc",Yes,Coordinate with symlink owners first
dqamdi,QNS,dqamdi_rbv_2025_07_06_agur_int2_condb_int2_23_5r1_BE_SFNL_no_SLCG_block_release_2__2025_9_11_18_52_14,128,123G,siddharthasa,2025-09-11 18:52:14,No,None,None,No,Safe to delete
ccored,HPORT,nbu_signoff_ccored_rbv_2025_06_09_condb_int2_23_5r1_BE_SFNL_snap__new_pins_ipo1361_2025_9_3_9_28_57,137,122G,sorino,2025-09-03 09:28:57,Yes,prev_AUG_07_FP,sorino,Yes,Coordinate with symlink owners first
glc,NDQ,glc_rbv_2025_06_18_condb_int2_23_5r1_BE_SFNL_snap_flow_rev13__2025_8_30_20_58_23,140,119G,ynaim,2025-08-30 20:58:23,No,None,None,No,Safe to delete
dqamdi,QNS,dqamdi_rbv_2025_07_06_agur_int2_condb_int2_23_5r1_BE_SFNL_no_SLCG_block_release_2__2025_9_11_18_12_59,128,119G,siddharthasa,2025-09-11 18:12:59,No,None,None,No,Safe to delete
ccorea,HPORT,ccorea_rbv_2025_09_02_rbv_2025_08_27_agur_condb_int3_2025_08_27_0_1NL_snap__2025_10_8_14_24_14,101,116G,roir,2025-10-08 14:24:14,Yes,prev_SEP_10,roir,Yes,Coordinate with symlink owners first
ccorea,HPORT,ccorea_rbv_2025_09_02_rbv_2025_08_27_agur_condb_int3_2025_08_27_0_1NL_snap__2025_10_8_14_36_32,101,116G,roir,2025-10-08 14:36:32,Yes,"SEP_10,SEP_28_FP","roir,raduc",Yes,Coordinate with symlink owners first
ioplcb,HIOPL,ioplcb_rbv_2024_03_17_starling_LO_fe_silver_PD_fix_ref_uphy__2025_3_15_8_54_54,309,115G,maximkr,2025-03-15 08:54:54,Yes,"FNL_4PV,prev_release,prev_last_sta_rel","avice,ekantorovich",Yes,Coordinate with symlink owners first
ccorea,HPORT,ccorea_rbv_2025_06_09_condb_int2_23_5r1_BE_SFNL_snap__2025_9_8_7_59_31,132,114G,roir,2025-09-08 07:59:31,No,None,None,No,Safe to delete
ioplca,HIOPL,ioplca_rbv_2024_03_17_starling_LO_fe_silver_new_flp_ref_final_2__2024_12_15_10_1_28,399,113G,ysapojnikov,2024-12-15 10:01:28,No,None,None,No,Safe to delete
ioplca,HIOPL,ioplca_rbv_2024_03_17_starling_LO_fe_silver_new_flp_ref_final_2__2025_3_25_16_54_53,298,112G,ysapojnikov,2025-03-25 16:54:53,Yes,"last_sta_rel,release,FC_ww52a_last_sta_rel,FC_ww1a_last_sta_rel,FC_ww2a_last_sta_rel,FNL_4PV,FC_ww3a_last_sta_rel","aregev,ekantorovich,nduanis,eriaboy",Yes,Coordinate with symlink owners first
ir,NDQ,condb_int3_2025_08_27_0_1NL_snap_NF_th__2025_9_22_11_33_43,118,110G,thadad,2025-09-22 11:33:43,Yes,SEP_10,thadad,No,Remove symlinks first
ir,NDQ,condb_int3_2025_08_27_0_1NL_gl__2025_10_15_10_9_33,95,110G,thadad,2025-10-15 10:09:33,Yes,OCT_10,thadad,No,Remove symlinks first
ir,NDQ,condb_int3_2025_08_27_0_1NL_gl__2025_10_8_14_28_30,101,110G,thadad,2025-10-08 14:28:30,Yes,SEP_10_NDQ_V1_GLC,thadad,No,Remove symlinks first
ir,NDQ,condb_int3_2025_08_27_0_1NL_gl__2025_10_20_12_0_9,90,110G,thadad,2025-10-20 12:00:09,Yes,OCT_10_V2,thadad,No,Remove symlinks first
ir,NDQ,ir_rbv_2025_09_12_agur_icg_fanin_fix_th__2025_10_17_16_56_47,92,108G,thadad,2025-10-17 16:56:47,Yes,Test_IR_OCT10,tlevor,Yes,Coordinate with symlink owners first
ioplcc,HIOPL,ioplcc_rbv_2024_03_17_starling_LO_fe_silver_NewUphy__2024_12_10_15_18_58,403,108G,roir,2024-12-10 15:18:58,No,None,None,No,Safe to delete
ir,NDQ,ir_rbv_2025_09_12_agur_icg_fanin_fix_th__2025_9_28_18_44_20,111,108G,thadad,2025-09-28 18:44:20,Yes,"SEP_10_V2,SEP_10_NDQ","tlevor,thadad",Yes,Coordinate with symlink owners first
ioplcc,HIOPL,ioplcc_rbv_2024_03_17_starling_LO_fe_silver_NewUphy__2025_3_17_14_2_53,306,107G,roir,2025-03-17 14:02:53,Yes,"last_sta_rel,release,FC_ww52a_last_sta_rel,FC_ww1a_last_sta_rel,FC_ww2a_last_sta_rel,FNL_4PV,FC_ww3a_last_sta_rel","aregev,ekantorovich,nduanis,eriaboy",Yes,Coordinate with symlink owners first
ir,NDQ,ir_rbv_2025_07_30_agur_TLV__2025_9_1_21_9_43,138,106G,thadad,2025-09-01 21:09:43,No,None,None,No,Safe to delete
dqaco,QNS,dqaco_rbv_2025_09_04_agur_condb_int3_2025_08_27_0_1NL_snap_lat_pin_def__2025_10_20_8_14_11,90,105G,gnarla,2025-10-20 08:14:11,Yes,"QNS_ww43_v1_partial_VIVID,QNS_before_vivid_loop",alexandrue,Yes,Coordinate with symlink owners first
ccoreb,HPORT,ccoreb_rbv_2025_09_02_rbv_2025_08_27_agur_condb_int3_2025_08_27_0_1NL_snap__2025_10_8_11_33_19,102,105G,arcohen,2025-10-08 11:33:19,No,None,None,No,Safe to delete
dqap,QNS,dqap_rbv_2025_03_13_condb_int1_11_3_BE_TNL_snaphcts_fix__2025_5_25_16_52_5,237,102G,tmazor,2025-05-25 16:52:05,No,None,None,No,Safe to delete
psca,NDQ,nbu_signoff_psca_rbv_2025_09_08_agur_condb_int3_2025_08_27_0_1NL_snap_ref_ipo1018_2025_9_21_21_22_43,118,100G,nkahaz,2025-09-21 21:22:43,Yes,prev_SEP_10,nkahaz,No,Remove symlinks first
ccoreb,HPORT,ccoreb_rbv_2025_08_17_condb_int2_22_4_BE_SFNL_snap__2025_9_30_11_14_54,110,99G,arcohen,2025-09-30 11:14:54,No,None,None,No,Safe to delete
ccoref,HPORT,ccoref_rbv_2025_08_17_condb_int2_22_4_BE_SFNL_snap__rm_smp__2025_9_30_9_45_38,110,97G,sorino,2025-09-30 09:45:38,No,None,None,No,Safe to delete
ccoref,HPORT,ccoref_rbv_2025_09_02_rbv_2025_08_27_agur_condb_int3_2025_08_27_0_1NL_snap__updated_pins__2025_10_8_14_36_0,101,97G,sorino,2025-10-08 14:36:00,Yes,"SEP_10,SEP_28_FP","sorino,raduc",Yes,Coordinate with symlink owners first
pscc,NDQ,nbu_signoff_pscc_rbv_2025_09_02_agur_condb_int3_2025_08_27_0_1NL_snap_ipo1000_2025_9_21_15_25_7,118,97G,dtraitelovic,2025-09-21 15:25:07,Yes,prev_SEP_10,dtraitelovic,No,Remove symlinks first
dqamdi,QNS,dqamdi_rbv_2025_09_18_agur_condb_int3_2025_08_27_0_1NL_snap_q2si__2025_10_13_19_44_12,96,96G,seeman,2025-10-13 19:44:12,Yes,"QNS_ww42_1NL,QNS_before_vivid_loop",alexandrue,Yes,Coordinate with symlink owners first
pscc,NDQ,nbu_signoff_pscc_rbv_2025_08_18_agur_condb_int3_2025_07_31_1_1NL_snap_ipo1000_2025_9_10_15_47_21,129,96G,dtraitelovic,2025-09-10 15:47:21,No,None,None,No,Safe to delete
hib,TCB,hib_rbv_2025_07_02_agur_fifo_timimg_opt_ref_2_new__2025_8_26_8_55_29,145,96G,maximkr,2025-08-26 08:55:29,Yes,release,maximkr,Yes,Coordinate with symlink owners first
ccoref,HPORT,ccoref_rbv_2025_06_09_condb_int2_23_5r1_BE_SFNL_snap__new_pins__2025_9_18_10_29_56,122,96G,sorino,2025-09-18 10:29:56,No,None,None,No,Safe to delete
psca,NDQ,psca_rbv_2024_10_08_starling_ROM_update__2024_11_27_16_56_0,416,95G,daltman,2024-11-27 16:56:00,No,None,None,No,Safe to delete
ioplcd,HIOPL,ioplcd_rbv_2024_03_17_starling_LO_fe_silver_ref_new_flp_2__2025_7_8_11_56_0,194,94G,ysapojnikov,2025-07-08 11:56:00,Yes,"FNL_4PV,prev_release,prev_last_sta_rel","avice,ekantorovich",Yes,Coordinate with symlink owners first
dcmp,NDQ,dcmp_rbv_2025_06_09_condb_int2_23_5r1_BE_SFNL_snap__2025_8_28_13_55_50,142,94G,rmenasheof,2025-08-28 13:55:50,Yes,release,rmenasheof,Yes,Coordinate with symlink owners first
pscc,NDQ,nbu_signoff_pscc_2025_09_02_1NL_snap_new_flow_flp_cdc_ipo1004_2025_10_19_11_35_22,91,94G,dtraitelovic,2025-10-19 11:35:22,Yes,OCT_10_V2,dtraitelovic,No,Remove symlinks first
pscc,NDQ,nbu_signoff_pscc_2025_09_02_1NL_snap_new_flow_flp_cdc_ipo1000_2025_10_8_14_47_33,101,94G,dtraitelovic,2025-10-08 14:47:33,Yes,SEP_10,dtraitelovic,No,Remove symlinks first
ioplcd,HIOPL,ioplcd_rbv_2024_03_17_starling_LO_fe_silver_ref_new_flp_2__2024_12_4_10_22_45,410,94G,ysapojnikov,2024-12-04 10:22:45,No,None,None,No,Safe to delete
dqai,QNS,dqai_rbv_2025_06_09_condb_int2_23_5r1_BE_SFNL_snap__2025_8_31_8_40_57,140,93G,mlanzerer,2025-08-31 08:40:57,No,None,None,No,Safe to delete
qcorer,QNS,qcorer_rbv_2025_06_09_region_no_skew__2025_8_28_15_36_2,142,93G,bnevo,2025-08-28 15:36:02,No,None,None,No,Safe to delete
qcorer,QNS,qcorer_rbv_2025_06_09_region_no_skew_interface_effort__2025_9_9_14_12_11,130,93G,bnevo,2025-09-09 14:12:11,No,None,None,No,Safe to delete
dqavi,QNS,dqavi_rbv_2025_09_09_agur_condb_int3_2025_08_27_0_1NL_snap_run1__2025_10_20_2_8_30,90,92G,abarman,2025-10-20 02:08:30,Yes,"QNS_ww43_v1_partial_VIVID,QNS_before_vivid_loop",alexandrue,Yes,Coordinate with symlink owners first
glc,NDQ,glc_rbv_2025_04_08_agur_with_demo_rl_predictor_wrapper_26_5__2025_6_12_11_27_21,220,92G,nweizman,2025-06-12 11:27:21,No,None,None,No,Safe to delete
fdbs,NDQ,fdbs_rbv_2025_09_02_agur_condb_int3_2025_08_27_0_1NL_snap_ctsfix2__2025_10_15_12_54_27,94,92G,brachas,2025-10-15 12:54:27,Yes,OCT_10,brachas,No,Remove symlinks first
pscc,NDQ,nbu_signoff_pscc_2025_09_02_1NL_snap_new_flow_flp_cdc_ipo1003_2025_10_16_11_44_8,94,92G,dtraitelovic,2025-10-16 11:44:08,Yes,OCT_10,dtraitelovic,No,Remove symlinks first
fdbs,NDQ,fdbs_rbv_2025_09_02_agur_condb_int3_2025_08_27_0_1NL_snap_ctsfix2__2025_9_21_14_23_13,118,92G,brachas,2025-09-21 14:23:13,Yes,"SEP_10,SEP_10_NDQ","brachas,tlevor",Yes,Coordinate with symlink owners first
qcorer,QNS,qcorer_rbv_2025_09_02_1NL_snap_ref__2025_10_1_14_32_0,108,92G,daltman,2025-10-01 14:32:00,Yes,"QNS_ww42_1NL,QNS_before_vivid_loop",alexandrue,Yes,Coordinate with symlink owners first
glc,NDQ,glc.glc_rbv_2025_09_07_agur_condb_int3_2025_08_27_0_1NL_snap_spr__2025_9_21_15_37_12,118,92G,ynaim,2025-09-21 15:37:12,Yes,SEP_10,ynaim,No,Remove symlinks first
glc,NDQ,glc.glc_rbv_2025_09_07_agur_condb_int3_2025_08_27_0_1NL_snap_bound__2025_10_8_15_57_13,101,92G,ynaim,2025-10-08 15:57:13,Yes,SEP_10_NDQ_V1_GLC,ynaim,No,Remove symlinks first
glc,NDQ,glc.glc_rbv_2025_09_07_agur_condb_int3_2025_08_27_0_1NL_snap_bound_vivid__2025_10_19_23_32_13,90,92G,ynaim,2025-10-19 23:32:13,Yes,OCT_10_V2,ynaim,No,Remove symlinks first
glc,NDQ,glc.glc_rbv_2025_09_07_agur_condb_int3_2025_08_27_0_1NL_snap_bound_vivid__2025_10_15_9_29_21,95,92G,ynaim,2025-10-15 09:29:21,Yes,OCT_10,ynaim,No,Remove symlinks first
dqavo,QNS,dqavo_rbv_2025_06_09_condb_int2_23_5r1_BE_SFNL_snap_nf_wo_blk__2025_8_28_14_1_12,142,91G,hschiffavrah,2025-08-28 14:01:12,Yes,QNS_ww_38_last_sta_rel_07august,alexandrue,Yes,Coordinate with symlink owners first
alm,TCB,alm_rbv_2025_09_03_agur_condb_int3_2025_08_27_0_1NL_snap__2025_10_5_12_18_56,105,91G,ysapojnikov,2025-10-05 12:18:56,No,None,None,No,Safe to delete
dqaa,QNS,dqaa_rbv_2025_09_04_agur_condb_int3_2025_08_27_0_1NL_snap_10_sep__2025_10_12_4_26_30,98,90G,siddharthasa,2025-10-12 04:26:30,Yes,"QNS_ww42_1NL,QNS_before_vivid_loop",alexandrue,Yes,Coordinate with symlink owners first
dqaa,QNS,dqaa_rbv_2025_09_04_agur_condb_int3_2025_08_27_0_1NL_snap_final__2025_10_19_4_56_17,91,90G,siddharthasa,2025-10-19 04:56:17,Yes,QNS_ww43_v1_partial_VIVID,alexandrue,Yes,Coordinate with symlink owners first
qcorel,QNS,qcorel_rbv_2025_06_09_region_no_skew_fix_UPF__2025_9_5_14_50_37,134,89G,bnevo,2025-09-05 14:50:37,No,None,None,No,Safe to delete
qcorel,QNS,qcorel_rbv_2025_06_09_region_no_skew_fix_UPF__2025_9_3_12_53_34,136,89G,bnevo,2025-09-03 12:53:34,No,None,None,No,Safe to delete
dqamco,QNS,dqamco_rbv_2025_09_04_agur_condb_int3_2025_08_27_0_1NL_snap_10_sep__2025_10_17_14_17_56,92,89G,siddharthasa,2025-10-17 14:17:56,Yes,"QNS_ww43_v1_partial_VIVID,QNS_before_vivid_loop",alexandrue,Yes,Coordinate with symlink owners first
dqaa,QNS,dqaa_rbv_2025_06_09_condb_int2_23_5r1_BE_SFNL_snap_run1__2025_9_5_7_10_55,135,89G,siddharthasa,2025-09-05 07:10:55,No,None,None,No,Safe to delete
qcorel,QNS,qcorel_rbv_2025_09_02_1NL_snap_ref__2025_10_1_14_32_20,108,89G,daltman,2025-10-01 14:32:20,Yes,"QNS_ww42_1NL,QNS_before_vivid_loop",alexandrue,Yes,Coordinate with symlink owners first
dqamci,QNS,dqamci_rbv_2025_06_09_condb_int2_23_5r1_BE_SFNL_snap__2025_8_27_17_26_38,143,88G,mlanzerer,2025-08-27 17:26:38,No,None,None,No,Safe to delete
ftos,NDQ,nbu_signoff_condb_int3_2025_08_27_0_1NL_snap_th_ipo1000_2025_10_14_23_49_28,95,88G,thadad,2025-10-14 23:49:28,Yes,OCT_10,thadad,No,Remove symlinks first
ftos,NDQ,nbu_signoff_condb_int3_2025_08_27_0_1NL_snap_th_ipo1000_2025_10_16_12_49_16,93,88G,thadad,2025-10-16 12:49:16,Yes,"prev_fcl_release,FNL_4PV,SEP_28_FP","thadad,ekantorovich",Yes,Coordinate with symlink owners first
ftos,NDQ,ftos_rbv_2025_06_09_condb_Tlv_h__2025_8_25_12_0_42,146,88G,thadad,2025-08-25 12:00:42,Yes,prev_AUG_07_FP,thadad,No,Remove symlinks first
cscore,NDQ,cscore.cscore_rbv_2025_09_02_rbv_2025_08_27_agur_condb_int3_2025_08_27_0_1NL_snap_eco_fix_vivid__2025_10_15_9_38_17,95,88G,ynaim,2025-10-15 09:38:17,Yes,OCT_10,ynaim,No,Remove symlinks first
cscore,NDQ,cscore.cscore_rbv_2025_09_02_rbv_2025_08_27_agur_condb_int3_2025_08_27_0_1NL_snap__2025_9_29_16_10_1,110,88G,ynaim,2025-09-29 16:10:01,Yes,SEP_10_V3,ynaim,No,Remove symlinks first
cscore,NDQ,cscore.cscore_rbv_2025_09_02_rbv_2025_08_27_agur_condb_int3_2025_08_27_0_1NL_snap_eco_fix__2025_10_8_16_5_40,101,88G,ynaim,2025-10-08 16:05:40,Yes,SEP_10_NDQ_V1_GLC,ynaim,No,Remove symlinks first
dqavi,QNS,dqavi_rbv_2025_06_09_condb_int2_23_5r1_BE_SFNL_snap_run6_SO__2025_9_5_12_45_48,134,87G,abarman,2025-09-05 12:45:48,Yes,QNS_ww_38_last_sta_rel_07august,alexandrue,Yes,Coordinate with symlink owners first
dqamci,QNS,new_tools__2025_5_22_8_9_56,241,86G,mlanzerer,2025-05-22 08:09:56,No,None,None,No,Safe to delete
hib,TCB,hib_rbv_2025_09_08_agur_condb_int3_2025_08_27_0_1NL_snap_fp2__2025_9_26_10_10_27,114,86G,maximkr,2025-09-26 10:10:27,No,None,None,No,Safe to delete
hib,TCB,hib_rbv_2025_09_08_agur_condb_int3_2025_08_27_0_1NL_snap_fp2__2025_10_11_11_33_58,99,86G,maximkr,2025-10-11 11:33:58,No,None,None,No,Safe to delete
fdbm,NDQ,fdbm_rbv_2025_09_02_agur_condb_int3_2025_08_27_0_1NL_snap__run1__2025_10_8_9_42_43,102,86G,dkolesnikov,2025-10-08 09:42:43,Yes,SEP_10_NDQ_V1_GLC,dkolesnikov,No,Remove symlinks first
fdbm,NDQ,fdbm_rbv_2025_09_02_agur_condb_int3_2025_08_27_0_1NL_snap__run1__2025_9_19_8_40_24,121,86G,dkolesnikov,2025-09-19 08:40:24,Yes,"SEP_10,SEP_10_NDQ","tlevor,dkolesnikov",Yes,Coordinate with symlink owners first
fdbm,NDQ,fdbm_rbv_2025_09_02_agur_condb_int3_2025_08_27_0_1NL_snap__run1__2025_10_19_20_45_35,90,86G,dkolesnikov,2025-10-19 20:45:35,Yes,"OCT_10_V2,prev_SEP_28_FP",dkolesnikov,No,Remove symlinks first
fdbm,NDQ,fdbm_rbv_2025_09_02_agur_condb_int3_2025_08_27_0_1NL_snap__run1__2025_10_15_8_39_51,95,86G,dkolesnikov,2025-10-15 08:39:51,Yes,OCT_10,dkolesnikov,No,Remove symlinks first
yc_clock_macro,TOP_YC,top_yc_clock_agur_rbv_2025_06_09_condb_int2_23_5r1_SFNL_snap_00__2025_10_5_10_11_40,105,86G,lschwartz,2025-10-05 10:11:40,No,None,None,No,Safe to delete
yc_clock_macro,TOP_YC,top_yc_clock_agur_rbv_2025_06_09_condb_int2_23_5r1_SFNL_snap_00__2025_9_8_9_26_26,132,86G,lschwartz,2025-09-08 09:26:26,No,None,None,No,Safe to delete
pscb,NDQ,pscb_rbv_2024_10_08_starling_ROM_update__2024_10_23_12_27_9,451,86G,daltman,2024-10-23 12:27:09,No,None,None,No,Safe to delete
ccoref,HPORT,nbu_signoff_ccoref_rbv_2025_06_09_condb_int2_23_5r1_BE_SFNL_snap__new_pins_ipo1361_2025_8_26_11_7_34,145,86G,sorino,2025-08-26 11:07:34,No,None,None,No,Safe to delete
dcmp,NDQ,dcmp_rbv_2025_03_18_snap_flp_4_ref_new_flow_release_26_5_25__2025_6_9_18_33_51,222,85G,mshkolnik,2025-06-09 18:33:51,No,None,None,No,Safe to delete
nvrisc,NDQ,nvrisc_rbv_2025_09_04_agur_condb_int3_2025_08_27_0_1NL_snap_run2__2025_10_6_10_19_7,104,84G,ykatzav,2025-10-06 10:19:07,Yes,SEP_10_NDQ_V1_GLC,ykatzav,No,Remove symlinks first
nvrisc,NDQ,nvrisc_rbv_2025_09_04_agur_condb_int3_2025_08_27_0_1NL_snap_run2__2025_10_15_13_28_31,94,84G,ykatzav,2025-10-15 13:28:31,Yes,OCT_10,ykatzav,No,Remove symlinks first
ribs,NDQ,ribs.ribs_rbv_2025_09_02_condb_int3_08_27_0_1NL_snap_no_route_blk__2025_10_8_15_54_1,101,83G,ynaim,2025-10-08 15:54:01,Yes,SEP_10_NDQ_V1_GLC,ynaim,No,Remove symlinks first
ribs,NDQ,ribs.ribs_rbv_2025_09_02_condb_int3_08_27_0_1NL_snap_no_route_blk_vivid__2025_10_19_23_32_19,90,83G,ynaim,2025-10-19 23:32:19,Yes,OCT_10_V2,ynaim,No,Remove symlinks first
ribs,NDQ,ribs.ribs_rbv_2025_09_02_condb_int3_08_27_0_1NL_snap_no_route_blk_vivid__2025_10_15_9_29_31,95,83G,ynaim,2025-10-15 09:29:31,Yes,OCT_10,ynaim,No,Remove symlinks first
fdb,CPORT,fdb_rbv_2025_09_02_agur_condb_int3_2025_08_27_0_1NL_snap__floorplanChange_run1__2025_10_9_10_51_41,101,83G,dkolesnikov,2025-10-09 10:51:41,Yes,SEP_28_FP,dkolesnikov,No,Remove symlinks first
fdb,CPORT,fdb_rbv_2025_09_02_agur_condb_int3_2025_08_27_0_1NL_snap__floorplanChange_run1__2025_10_16_17_30_9,93,83G,dkolesnikov,2025-10-16 17:30:09,Yes,"SEP_28_FP_eco_01,FNL_4PV","ekantorovich,dkolesnikov",Yes,Coordinate with symlink owners first
ccoreb,HPORT,ccoreb_rbv_2025_03_16_condb_int1_11_4_BE_TNL_snap__2025_3_31_8_54_13,293,82G,roir,2025-03-31 08:54:13,No,None,None,No,Safe to delete
dqap,QNS,nbu_signoff__2025_9_21_11_23_47,119,82G,tmazor,2025-09-21 11:23:47,Yes,"QNS_ww42_1NL,prev_SEP_10,QNS_before_vivid_loop","drazmizrahi,alexandrue",Yes,Coordinate with symlink owners first
dqap,QNS,nbu_signoff_dqap_copy_from_tal_ipo1010_2025_10_19_12_16_9,91,82G,drazmizrahi,2025-10-19 12:16:09,Yes,"SEP_10,QNS_ww43_v1_partial_VIVID","drazmizrahi,alexandrue",Yes,Coordinate with symlink owners first
lnd,CPORT,run_29_09_2025_lnd_rbv_2025_09_26_trex_response_tag_065__2025_10_8_9_0_34,102,82G,shlomoc,2025-10-08 09:00:34,Yes,SEP_28_FP,shlomoc,Yes,Coordinate with symlink owners first
lnd,CPORT,run_29_09_2025_lnd_rbv_2025_09_26_trex_response_tag_065__2025_10_18_22_8_18,91,82G,shlomoc,2025-10-18 22:08:18,Yes,"SEP_28_FP_eco_01,FNL_4PV","shlomoc,ekantorovich",Yes,Coordinate with symlink owners first
fwas,NDQ,fwas_rbv_beta_flow_26.05.25__2025_6_12_16_21_26,219,81G,gweisberg,2025-06-12 16:21:26,No,None,None,No,Safe to delete
dqamco,QNS,dqamco_rbv_2025_03_13_condb_int1_11_3_BE_TNL_snap_run_1__2025_4_21_12_30_54,271,80G,siddharthasa,2025-04-21 12:30:54,No,None,None,No,Safe to delete
fwas,NDQ,fwas_golden_ipo4_21_9_for_vivid__2025_10_8_9_6_50,102,80G,rmenasheof,2025-10-08 09:06:50,Yes,SEP_10_NDQ_V1_GLC,rmenasheof,Yes,Coordinate with symlink owners first
fwas,NDQ,fwas_golden_ipo4_21_9_for_vivid__2025_9_28_18_15_42,111,80G,rmenasheof,2025-09-28 18:15:42,Yes,"SEP_10,SEP_10_NDQ","tlevor,rmenasheof",Yes,Coordinate with symlink owners first
fwas,NDQ,fwas_golden_ipo4_21_9_for_vivid__2025_10_20_12_5_20,90,80G,rmenasheof,2025-10-20 12:05:20,Yes,OCT_10_V2,rmenasheof,Yes,Coordinate with symlink owners first
fwas,NDQ,fwas_golden_ipo4_21_9_for_vivid__2025_10_15_14_40_41,94,80G,rmenasheof,2025-10-15 14:40:41,Yes,OCT_10,rmenasheof,Yes,Coordinate with symlink owners first
hib,TCB,hib_rbv_2025_03_12_r1_condb_int1_11_3_BE_TNL_snap_no_uskc_2_ref___2025_5_27_10_36_55,236,79G,maximkr,2025-05-27 10:36:55,No,None,None,No,Safe to delete
fwas,NDQ,fwas_15_9_1nl_golden_ipo4__2025_10_5_11_45_25,105,79G,rmenasheof,2025-10-05 11:45:25,Yes,SEP_10_L,rmenasheof,Yes,Coordinate with symlink owners first
fwas,NDQ,fwas_15_9_1nl_golden_ipo4__2025_10_16_11_25_9,94,79G,rmenasheof,2025-10-16 11:25:09,Yes,oct_10_L,rmenasheof,Yes,Coordinate with symlink owners first
fwas,NDQ,fwas_15_9_1nl_golden_ipo4__2025_10_16_11_40_31,94,79G,rmenasheof,2025-10-16 11:40:31,Yes,"prev_fcl_release,SEP_28_FP,FNL_4PV","rmenasheof,ekantorovich,ronil",Yes,Coordinate with symlink owners first
fwas,NDQ,fwas_15_9_1nl_golden_ipo4__2025_10_16_11_37_12,94,79G,rmenasheof,2025-10-16 11:37:12,Yes,prev_SEP_28_FP,rmenasheof,Yes,Coordinate with symlink owners first
dql,QNS,dql_rbv_2025_09_04_agur_condb_int3_2025_08_27_0_1NL_snap__2025_9_28_16_51_24,111,79G,bnevo,2025-09-28 16:51:24,Yes,"prev_SEP_10,QNS_ww42_1NL,QNS_before_vivid_loop","aazran,alexandrue",Yes,Coordinate with symlink owners first
dql,QNS,dql_rbv_2025_04_06_condb_int1_11_4_BE_TNL_snap_ref_bnevo__2025_6_4_14_39_37,227,78G,bnevo,2025-06-04 14:39:37,No,None,None,No,Safe to delete
